State/Territory,Sewershed_ID,Counties_Served,Population_Served,WVAL_Category,Reporting_Week,date_updated
"New York","ID:1441","Westchester","78683","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1408","Seneca","6961","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1405","Schenectady","78444","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1397","Rockland","10890","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1371","Orange","6729","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1369","Orange","6563","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1368","Orange","8568","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1365","Orange","27434","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1354","Onondaga","30613","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1331","Nassau","27494","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1298","Genesee","16459","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1445","Westchester","523765","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1382","Putnam","4480","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1442","Westchester","94095","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1406","Schoharie","5326","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1393","Rockland","36527","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1390","Rensselaer","13720","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1380","Oswego","8849","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1378","Oswego","30000","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1355","Onondaga","16168","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1329","Nassau","611349","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1307","Jefferson","4077","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1492","Scotland","15527","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1486","Durham, Orange","78141","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1485","Onslow","41819","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1479","Mecklenburg","120000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1472","Jackson","13296","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1470","Northampton, Halifax","14320","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1462","Forsyth","178000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1459","Cumberland","151589","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1501","Wake","550000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1499","Wake","84189","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1489","Pitt","89616","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1487","Durham, Orange","108105","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1484","New Hanover","67743","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1476","Mecklenburg","68685","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1475","Mcdowell","8459","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1469","Forsyth, Guilford, Randolph, Davidson","116390","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1461","Durham","142000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1457","Wake","75886","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1450","Buncombe, Henderson","173000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1502","Wake","30655","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1500","Wake","74331","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1495","Swain, Jackson","10000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1491","Rowan","21000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1490","Rowan","32000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1483","New Hanover","58361","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1481","Mecklenburg","82158","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1478","Mecklenburg","182501","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1473","Lenoir","25000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1453","Carteret","3500","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1505","Wilson","50000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1504","Watauga","26000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1468","Guilford","135821","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1463","Forsyth","92000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1503","Wake","7776","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Carolina","ID:1460","Pender, Duplin","10000","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"North Dakota",,,,"Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1693","Wyandot","6700","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1691","Wood","32000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1690","Williams","8655","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1688","Wayne","27000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1687","Washington","15284","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1679","Trumbull","54037","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1678","Portage, Summit","365000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1677","Stark","85000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1674","Scioto","20366","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1673","Sandusky","25000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1665","Richland","52000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1652","Pickaway","13965","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1649","Ottawa","7000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1647","Muskingum","47500","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1641","Montgomery","65000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1638","Montgomery","226729","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1634","Medina","86586","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1622","Mahoning","174000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1613","Lucas","322446","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1611","Lucas","110000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1607","Lorain","72000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1603","Lawrence","10445","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1602","Lake","20000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1600","Knox","18000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1595","Huron","17000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1592","Hocking","8500","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1590","Hardin","8500","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1589","Hancock","41273","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1569","Hamilton","488000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1564","Hamilton","143000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1559","Greene","4100","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1557","Fulton","6000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1555","Franklin","654817","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1549","Franklin","645940","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1548","Fayette","14000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1545","Erie","55000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1544","Defiance","19900","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1543","Darke","13000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1539","Cuyahoga","313158","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1538","Crawford","12362","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1537","Coshocton","12000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1534","Carroll","3500","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1524","Belmont","13169","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1514","Athens","24536","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1508","Allen","61000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1683","Union","24677","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1682","Tuscarawas","13572","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1663","Preble","8400","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1635","Mercer","4800","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1630","Marion","36000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1604","Licking","45000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1542","Cuyahoga","103379","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1540","Cuyahoga","524154","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1535","Clark","60000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1511","Ashtabula","31430","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1657","Portage","29000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Ohio","ID:1527","Butler","65000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oklahoma","ID:2204","Caddo","6623","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oklahoma","ID:1713","Washington","36495","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oklahoma","ID:1709","Seminole","7488","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oklahoma","ID:1708","Pontotoc","16738","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oklahoma","ID:1707","Payne","48134","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oklahoma","ID:1706","Oklahoma","442168","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oklahoma","ID:1705","Oklahoma","57288","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oklahoma","ID:1704","Oklahoma","107331","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oklahoma","ID:1702","Muskogee","36790","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oklahoma","ID:1699","Cleveland","122837","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oklahoma","ID:1698","Cherokee","16463","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oklahoma","ID:1696","Canadian","24623","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oklahoma","ID:1701","Garfield","50350","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:2520","Columbia","13739","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1755","Washington","40000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1754","Washington","9900","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1753","Washington","40000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1752","Washington","220000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1751","Wasco","15276","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1748","Umatilla","17500","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1747","Umatilla","18775","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1743","Marion","10840","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1742","Marion","10520","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1740","Marion","26273","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1731","Josephine","37725","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1728","Hood River","7800","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:2243","Tillamook","27748","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1746","Polk","16555","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1744","Multnomah","662235","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1741","Marion","229000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1738","Linn","57785","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1736","Lincoln","10400","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1735","Lincoln","8865","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1734","Lane","235155","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1733","Lane","8925","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1732","Klamath","20840","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1730","Jackson","133708","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1729","Jackson","21105","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1726","Douglas","30000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1722","Coos","9975","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1720","Clatsop","11326","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1719","Clackamas","26298","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1716","Benton","58856","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:2521","Deschutes","92850","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1757","Yamhill","34615","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1717","Clackamas","14206","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Oregon","ID:1745","Multnomah","45600","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:2570","Washington","45000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1795","Montgomery","35000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1778","Erie","200000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1803","York","85000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1792","Montgomery","13000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1789","Monroe","4000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1785","Mckean","14194","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1784","Lehigh","200000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1776","Delaware","6800","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1775","Dauphin","125000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1771","Centre","90000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1768","Butler","45000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1765","Allegheny","43482","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1761","Allegheny","7000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1760","Allegheny","900000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:2241","Montgomery","25000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1790","Montgomery","13000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1788","Monroe","25000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1787","Mercer","16000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1781","Lackawanna","15700","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1780","Indiana","28809","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1777","Delaware","220000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1773","Chester","10500","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1767","Northampton, Bucks","55000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1762","Allegheny","48000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:2631","Montgomery","17000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:2205","Montgomery","8900","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1786","Mercer, Trumbull","19000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1779","Franklin","67000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:2569","Luzerne","172000","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1774","Cumberland","25000","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1772","Chester","13500","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Pennsylvania","ID:1791","Montgomery","30000","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Rhode Island","ID:2381","Washington","16500","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Rhode Island","ID:2339","Worcester, Providence, Norfolk","43000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Rhode Island","ID:2232","Washington","5000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Rhode Island","ID:2228","Newport","41600","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Rhode Island","ID:1811","Providence","240000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Rhode Island","ID:1810","Providence","120000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Rhode Island","ID:1809","Providence","10000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Rhode Island","ID:1808","Kent","60224","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Rhode Island","ID:1807","Kent","30000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Rhode Island","ID:1805","Bristol","11500","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Rhode Island","ID:1804","Bristol","21100","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:1812","Beaufort","20000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:2595","Spartanburg","25000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:2594","Oconee","16500","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:2585","Anderson","22410","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:2584","Anderson","30000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:2426","Hampton","5000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:2334","Jasper","10000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:2286","Horry","38000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:2285","Marion","14000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:2283","Horry","20000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:2248","Berkeley, Dorchester, Charleston","140000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:2226","Richland, Lexington","11399","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:1825","Richland","60000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:1821","Horry","30000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:1817","Georgetown","30000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:1816","Georgetown","12000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:2592","Orangeburg","11000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:2583","Pickens","9000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:2335","Marlboro","6427","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:2282","Horry, Columbus","3200","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:2206","Lancaster","10000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"South Carolina","ID:2284","Marion","10000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
